Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-2.25429129600525,-2.24098229408264,-2.32460641860962,-1.63653457164764,-1.17778599262238,-0.883297562599182,-1.22648286819458,-1.46912133693695,-1.42750442028046,-1.50540709495544,-1.5002852678299,-1.46720921993256,-1.46091783046722,-1.37894976139069,-1.4040778875351,-1.34400534629822,-1.33560407161713
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-2.12558507919312,-2.15550827980042,-2.18620038032532,-1.87343549728394,-1.48789310455322,-1.5027197599411,-1.64097785949707,-1.68143713474274,-1.70169115066528,-1.61017024517059,-1.67038679122925,-1.53255343437195,-1.5391001701355,-1.19213461875916,-1.19487881660461,-1.12707304954529,-1.00835132598877
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.75567018985748,-1.7386577129364,-1.76970827579498,-1.77193200588226,-1.67107713222504,-1.71001291275024,-1.72002983093262,-1.95164692401886,-1.92052757740021,-1.94369542598724,-1.90767168998718,-1.90154600143433,-1.93852198123932,-1.71729671955109,-1.67252540588379,-1.53375935554504,-1.59256529808044
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.89653134346008,-2.03916835784912,-1.9795184135437,-1.5713015794754,-1.28107845783234,-1.2479100227356,-1.17805731296539,-1.19007575511932,-1.12143588066101,-1.23575115203857,-1.46062743663788,-1.481849193573,-1.40481281280518,-1.3185807466507,-1.28828835487366,-1.18151748180389,-1.15214145183563
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,-1.84683966636658,-1.83626449108124,-1.9137624502182,-1.42640054225922,-1.5468522310257,-1.42430984973907,-1.45918238162994,-1.42298531532288,-1.58535206317902,-1.64102125167847,-1.51508259773254,-1.62647879123688,-1.54978823661804,-1.40050196647644,-1.43267714977264,-1.33117341995239,-1.34041118621826
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.53958654403687,-2.5609827041626,-2.56352281570435,-2.20720911026001,-2.25867128372192,-2.29548144340515,-2.08421611785889,-2.22668409347534,-2.3915479183197,-2.68372654914856,-2.70444989204407,-2.54490852355957,-2.47815227508545,-2.39241695404053,-2.5038115978241,-2.42367339134216,-2.5023500919342
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.801733672618866,-0.691088795661926,-0.82572615146637,-0.569167792797089,-0.607254564762115,-0.443791747093201,-0.624553263187408,-0.45992437005043,-0.391819030046463,-0.350811868906021,-0.238366097211838,-0.270678251981735,-0.201614111661911,-0.268614172935486,-0.318980574607849,-0.0706209987401962,0.0278296433389187
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,-0.419195204973221,-0.186575219035149,-0.262939602136612,-0.250538915395737,-0.468513607978821,-0.161325097084045,-0.298615962266922,-0.0978839844465256,0.059979535639286,0.151862427592278,0.248216927051544,0.234536707401276,0.236178696155548,0.199619308114052,0.206929102540016,0.225156247615814,0.198663026094437
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.933262348175049,-1.20280885696411,-1.24442636966705,-0.921709418296814,-0.876808524131775,-0.756727874279022,-0.803542971611023,-0.734399199485779,-0.707011163234711,-0.635260105133057,-0.531698346138,-0.435661554336548,-0.487076044082642,-0.544669270515442,-0.54815685749054,-0.370642513036728,-0.359367221593857
Albania,ALB,Voice and Accountability: Estimate,VA.EST,-0.756322741508484,-0.454049736261368,-0.320976674556732,-0.0442848950624466,0.0561561807990074,0.0337639525532722,0.0328950248658657,0.0566936619579792,0.0921579971909523,0.160249769687653,0.126640290021896,0.112136997282505,0.050153873860836,0.00756525481119752,0.0474024564027786,0.148250371217728,0.159348383545876
Albania,ALB,Control of Corruption: Estimate,CC.EST,-1.09098029136658,-1.00859093666077,-0.824482798576355,-0.856776237487793,-0.768750727176666,-0.671666622161865,-0.744940221309662,-0.818834960460663,-0.676723599433899,-0.545050621032715,-0.493064075708389,-0.487881660461426,-0.646580159664154,-0.703433215618134,-0.701515316963196,-0.552894592285156,-0.444014370441437
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.431499034166336,-0.65978616476059,-0.646126866340637,-0.387349188327789,-0.330709934234619,-0.449789017438889,-0.493328154087067,-0.484888404607773,-0.198703423142433,-0.0339055843651295,-0.0512325540184975,-0.191805720329285,-0.288780152797699,-0.15804386138916,0.0549472086131573,0.449945777654648,0.357205927371979
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.949526727199554,-0.809385180473328,-0.961024940013886,-0.61493992805481,-0.614747703075409,-0.520924985408783,-0.434927135705948,-0.472448438405991,-0.556187450885773,-0.613390386104584,-0.578070461750031,-0.47647812962532,-0.57460629940033,-0.53947514295578,-0.539454162120819,-0.482892274856567,-0.506217956542969
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-0.771423637866974,-0.719597339630127,-0.69314432144165,-0.593899846076965,-0.551086604595184,-0.544948697090149,-0.432880610227585,-0.564848780632019,-0.609830379486084,-0.794806480407715,-1.06958425045013,-1.16594564914703,-1.1888655424118,-1.28148686885834,-1.16824960708618,-1.28367984294891,-1.16992425918579
Algeria,DZA,Rule of Law: Estimate,RL.EST,-1.19256985187531,-1.17706906795502,-1.16667211055756,-0.5908243060112,-0.544460117816925,-0.554130136966705,-0.70288497209549,-0.657597541809082,-0.725647807121277,-0.70635861158371,-0.75761866569519,-0.749025166034698,-0.775727570056915,-0.746288537979126,-0.658459186553955,-0.733525335788727,-0.831183552742004
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-1.2672199010849,-1.37502539157867,-1.21120464801788,-1.11871111392975,-1.13660860061646,-0.815131306648254,-0.763067007064819,-0.919654369354248,-0.995737612247467,-0.989230692386627,-1.05730044841766,-1.02701258659363,-1.00093460083008,-0.897215843200684,-0.892705917358398,-0.824329495429993,-0.852513372898102
Algeria,DZA,Control of Corruption: Estimate,CC.EST,-0.479990571737289,-0.969703316688538,-0.9487224817276,-0.936570703983307,-0.668102145195007,-0.625496447086334,-0.420722633600235,-0.479711323976517,-0.510263919830322,-0.561398804187775,-0.546603560447693,-0.487753301858902,-0.495235502719879,-0.473732590675354,-0.471443355083466,-0.615056157112122,-0.681528627872467
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.85624861717224,-1.95795714855194,-1.50142669677734,-1.69491052627563,-1.77502012252808,-1.37152016162872,-0.928059816360474,-1.11783373355865,-1.12368774414063,-1.09109103679657,-1.21522963047028,-1.26052856445313,-1.36233520507813,-1.31856608390808,-1.18403828144073,-1.16617155075073,-1.04645347595215
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,-0.196181893348694,0.193739920854568,0.204745545983315,0.460715085268021,0.482812076807022,0.486372917890549,0.486447870731354,0.47861322760582,0.487256675958633,0.492168247699738,0.417148381471634,0.467287927865982
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,0.466959476470947,0.360060662031174,0.349165052175522,0.355404287576675,0.369908422231674,0.385075718164444,0.381126224994659,0.379735380411148,0.365521043539047,0.370929926633835,0.1752550303936,0.168460711836815
American Samoa,ASM,Rule of Law: Estimate,RL.EST,..,..,..,..,..,0.851441919803619,1.14500629901886,1.12706613540649,1.15413177013397,1.16208469867706,1.17046332359314,1.1585236787796,1.1317355632782,1.14766991138458,1.15377056598663,1.39361715316772,1.36372864246368
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,0.473209917545319,0.637448787689209,0.58299857378006,1.00703954696655,1.0041708946228,0.995584726333618,1.02388739585876,1.04754185676575,1.0688089132309,1.05295073986053,..,..
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,0.781809866428375,0.797056496143341,0.326678156852722,0.339353263378143,0.356231153011322,0.382048398256302,0.371911406517029,0.358325511217117,0.355190634727478,0.357503950595856,1.25169777870178,1.24600279331207
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,0.769270479679108,0.778397440910339,0.753238618373871,1.0003947019577,1.01758325099945,0.966377913951874,0.941806197166443,0.974401473999023,0.986685335636139,0.970003187656403,1.11165380477905,1.21381592750549
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.43750786781311,1.43483340740204,1.4102201461792,1.37462663650513,1.3013197183609,1.40341544151306,1.25248193740845,1.51721799373627,1.49761533737183,1.53406000137329,1.5214741230011,1.51185607910156,1.49726366996765,1.52877748012543,1.53913474082947,1.67811346054077,1.75235509872437
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.24236929416656,1.25818002223969,1.2328120470047,1.41610658168793,1.38885354995728,1.37548840045929,1.34647405147552,1.34129822254181,1.36217188835144,1.38144052028656,1.38200402259827,1.36766421794891,1.59504878520966,1.55810153484344,1.55728590488434,0.854564249515533,0.892058968544006
Andorra,AND,Rule of Law: Estimate,RL.EST,1.20423638820648,1.27355706691742,1.33990716934204,1.27518749237061,1.06811201572418,1.21768307685852,1.02095341682434,0.939292788505554,1.21812438964844,1.21957230567932,1.2483127117157,1.23284614086151,1.42723870277405,1.4396960735321,1.44205260276794,1.6226190328598,1.59460079669952
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.54104959964752,1.49855756759644,1.50135719776154,1.38736522197723,1.30257725715637,1.47603321075439,1.44920265674591,1.34196388721466,1.32159543037415,1.3462210893631,1.32769978046417,1.33359313011169,1.36934435367584,1.4387948513031,1.41515386104584,1.18964743614197,1.20887196063995
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.35953974723816,1.38014912605286,1.38485932350159,1.29933190345764,1.3165168762207,1.10177326202393,1.2721574306488,1.27696180343628,1.30082452297211,1.32062613964081,1.3451269865036,1.33295929431915,1.30731344223022,1.30329477787018,1.29579281806946,1.25169777870178,1.24600279331207
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.10352694988251,1.11083698272705,1.10118198394775,1.21129941940308,1.45791268348694,1.43389320373535,1.41344356536865,1.39852976799011,1.38103795051575,1.37414133548737,1.31697678565979,1.30320143699646,1.33488142490387,1.32358860969543,1.32207322120667,1.31716847419739,1.43677127361298
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-0.83526623249054,-1.36405885219574,-1.4616197347641,-1.25418317317963,-1.13841331005096,-1.28459775447845,-1.17010760307312,-1.35212385654449,-1.22837734222412,-1.07143938541412,-0.974516987800598,-1.1288001537323,-1.15007889270782,-0.999923408031464,-1.22412204742432,-1.13383495807648,-1.01203572750092
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-1.45610570907593,-1.71712446212769,-1.82574415206909,-1.48707282543182,-1.23314416408539,-1.24633824825287,-1.28515195846558,-1.12009060382843,-1.02788412570953,-1.06312465667725,-1.01885330677032,-1.0177708864212,-1.07780838012695,-0.961913049221039,-1.04747223854065,-0.982592642307281,-0.908263742923737
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.63349568843842,-1.69938576221466,-1.63307785987854,-1.60583317279816,-1.52986991405487,-1.45906102657318,-1.44210839271545,-1.29030048847198,-1.39171934127808,-1.39402747154236,-1.24105226993561,-1.25583648681641,-1.24676525592804,-1.26511037349701,-1.25975775718689,-1.10289907455444,-1.06929445266724
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.64072918891907,-1.43520224094391,-1.47618305683136,-1.23699474334717,-1.26566171646118,-1.2757648229599,-1.23634171485901,-1.23408055305481,-1.16677808761597,-1.12603640556335,-1.13178181648254,-1.11897313594818,-1.12285852432251,-1.0695116519928,-1.11058521270752,-1.14718854427338,-1.18575537204742
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.1580982208252,-1.31885612010956,-1.51669120788574,-1.13693428039551,-1.30378973484039,-1.28112351894379,-1.32844984531403,-1.18326342105865,-1.29391300678253,-1.28144896030426,-1.41839635372162,-1.31937599182129,-1.33731091022491,-1.29281687736511,-1.3274017572403,-1.45260882377625,-1.39689266681671
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.10166716575623,-2.34077930450439,-2.08166074752808,-1.61244344711304,-1.02572119235992,-1.03920745849609,-0.892664611339569,-0.540575742721558,-0.695986986160278,-0.34998032450676,-0.369803935289383,-0.216760218143463,-0.360377073287964,-0.380921721458435,-0.385451436042786,-0.351168751716614,-0.590507030487061
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,0.967161655426025,1.51716732978821,1.51721799373627,1.49761533737183,1.53406000137329,1.5214741230011,1.51185607910156,1.49726366996765,1.52877748012543,1.53913474082947,0.921534359455109,0.981314778327942
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,..,..,..,..,..,0.873406648635864,1.0998706817627,1.34129822254181,1.36217188835144,1.38144052028656,1.38200402259827,1.36766421794891,1.35198616981506,1.31958544254303,1.3200147151947,0.854564249515533,0.892058968544006
Anguilla,AIA,Rule of Law: Estimate,RL.EST,..,..,..,..,..,1.156578540802,1.67185568809509,1.65141725540161,1.69342517852783,1.70933938026428,1.43946278095245,1.42292785644531,1.39204394817352,1.40872812271118,1.4132878780365,0.0196061842143536,-0.0215037390589714
Anguilla,AIA,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,0.812731325626373,0.879459619522095,1.04363095760345,1.00703954696655,1.0041708946228,0.995584726333618,1.02388739585876,1.04754185676575,1.0688089132309,1.05295073986053,..,..
